title,views,when,link,created_at
Chris Cuomo's Indefinite Suspension from CNN,2M views,1 year ago,https://www.youtube.com/watch?v=jX_FGI0es_U,2023.4.28
"Derek from MPMD Explains Jon Jones PED ""Pulsing""",3.3M views,1 year ago,https://www.youtube.com/watch?v=8jSuJyw4wUQ,2023.4.28
Stephen Pinker on What Has Happened to Being Rational,1.5M views,1 year ago,https://www.youtube.com/watch?v=OED7AXzTPRA,2023.4.28
Jimmy Corsetti's Theory on the Lost City of Atlantis,10M views,1 year ago,https://www.youtube.com/watch?v=o_R1zoY9kWs,2023.4.28
Ted Nugent on the Origins of Stranglehold,935K views,1 year ago,https://www.youtube.com/watch?v=lcNblBw9O84,2023.4.28
Ted Nugent Defends Helicopter Pig Hunting,502K views,1 year ago,https://www.youtube.com/watch?v=EvhkIS_-K-w,2023.4.28
Kyle Rittenhouse's Acquittal,5.8M views,1 year ago,https://www.youtube.com/watch?v=HPodw7efhfc,2023.4.28
Peng Shuai and China's Anti-American Propaganda,1.9M views,1 year ago,https://www.youtube.com/watch?v=tuKZq5LDVP4,2023.4.28
Philosopher Philip Goff on Galileo Excluding Consciousness From Science,783K views,1 year ago,https://www.youtube.com/watch?v=EczCvJrQtXw,2023.4.28
Ben O'Brien's Grizzly Bear Encounter,2.9M views,1 year ago,https://www.youtube.com/watch?v=nX-WTp9GV6I,2023.4.28
What China's Crackdown on Algorithm's Means for the US,3.2M views,1 year ago,https://www.youtube.com/watch?v=im4O2sW3FiY,2023.4.28
The Social Dilemma's Tristan Harris on Technology Moving Faster Than Regulation,759K views,1 year ago,https://www.youtube.com/watch?v=eq_gaazINkA,2023.4.28
Peter Attia on The Best Exercises for Longevity,3.1M views,1 year ago,https://www.youtube.com/watch?v=92kYDVjX0G0,2023.4.28
Peter Attia Almost Worked for Theranos,643K views,1 year ago,https://www.youtube.com/watch?v=OMzjWh96wro,2023.4.28
Ron White's Ayahuasca Experience,4.4M views,1 year ago,https://www.youtube.com/watch?v=lvb9X_3P5v4,2023.4.28
A Taint Misbehavin' Moment - JRE Toons,573K views,1 year ago,https://www.youtube.com/watch?v=YPPrOJhO2wU,2023.4.28
Snoop Dogg on First Meeting Biggie with 2Pac,5.4M views,1 year ago,https://www.youtube.com/watch?v=j_EDsOWc88s,2023.4.28
Snoop Dogg on Freestyling Songs for Doggystyle & The East Coast vs. West Coast Rivalry,1.1M views,1 year ago,https://www.youtube.com/watch?v=lpeFFEAjR60,2023.4.28
"California's Attempt to ""Close the Gap"" in Math Education",1.2M views,1 year ago,https://www.youtube.com/watch?v=51aDpx6ULz8,2023.4.28
"Facebook's Odd ""Metaverse"" Move",4.6M views,1 year ago,https://www.youtube.com/watch?v=2b9-tsND40g,2023.4.28
Theo Von Tried Ketamine Therapy,2.7M views,1 year ago,https://www.youtube.com/watch?v=QHQzoHolWvI,2023.4.28
Joe and Theo Von Try Jujimufu's Smelling Salts,5.8M views,1 year ago,https://www.youtube.com/watch?v=xq9h2FSNIYM,2023.4.28
The Biden Administration Has Delayed Release of JFK Documents,1M views,1 year ago,https://www.youtube.com/watch?v=5jKEYKrA4kY,2023.4.28
Joe Previews the Kamaru Usman/Colby Covington Rematch,794K views,1 year ago,https://www.youtube.com/watch?v=e1mpH9wLxRI,2023.4.28
Gilbert Gottfried's Horrible Experience on SNL,2.9M views,1 year ago,https://www.youtube.com/watch?v=daGr6EuUzQE,2023.4.28
Gilbert Gottfried on Being Complimented by George Carlin,778K views,1 year ago,https://www.youtube.com/watch?v=AR8wOZveqrk,2023.4.28
Joe Remembers Norm Macdonald,902K views,1 year ago,https://www.youtube.com/watch?v=yhs2grce07Y,2023.4.28
Shane Gillis & Mark Normand Share Louis CK Stories,524K views,1 year ago,https://www.youtube.com/watch?v=x0ft032W--4,2023.4.28
Joe on Hafthor Bjornsson Transitioning to Boxing,1.6M views,1 year ago,https://www.youtube.com/watch?v=dgr_LXSEM3s,2023.4.28
Rob Kearney Tore His Tricep Attempting Log Press Record,195K views,1 year ago,https://www.youtube.com/watch?v=lMhT57Xv8aA,2023.4.28
Chuck Palahniuk Shares the Strange Story of His Father's Murder,1.3M views,1 year ago,https://www.youtube.com/watch?v=cMB46z1Xmuc,2023.4.28
Why Chuck Palahniuk Enjoys Making People Uncomfortable,513K views,1 year ago,https://www.youtube.com/watch?v=ISksEoh-_9A,2023.4.28
Bridget Phetasy's Rock Bottom with Addiction,417K views,1 year ago,https://www.youtube.com/watch?v=YejiEgdGOfY,2023.4.28
Jewel Turned Down $1 Million Record Deal When She Was Homeless,2.2M views,1 year ago,https://www.youtube.com/watch?v=DTGtC7FC4oI,2023.4.28
Joe Asks Valentina Shevchenko About Rematching Amanda Nunes,1.5M views,1 year ago,https://www.youtube.com/watch?v=PpNm5llsEW8,2023.4.28
Joe Praises Valentina Shevchenko's Dominance,630K views,1 year ago,https://www.youtube.com/watch?v=HMESDTr6U90,2023.4.28
Psychologist Describes the ADD Mind State,2.6M views,1 year ago,https://www.youtube.com/watch?v=qdpsMXLsUZM,2023.4.28
Overuse of Monsanto's Roundup Is Creating Herbicide Resistant Weeds,503K views,1 year ago,https://www.youtube.com/watch?v=ZmnU-A9gJ2Q,2023.4.28
The Strange History of Coca-Cola,3M views,1 year ago,https://www.youtube.com/watch?v=rX6d88VD7lw,2023.4.28
Joe on the Outrage Around Dave Chappelle's New Special,5.3M views,1 year ago,https://www.youtube.com/watch?v=cqcslpX1hGo,2023.4.28
Joe on Tyson Fury vs. Deontay Wilder 3,3.2M views,1 year ago,https://www.youtube.com/watch?v=tXMXIj5nLno,2023.4.28
Michael Shellenberger on Climate Change Alarmism,1.5M views,1 year ago,https://www.youtube.com/watch?v=hatkGFTPyUE,2023.4.28
The Origins of San Francisco's Homeless Problem,2M views,1 year ago,https://www.youtube.com/watch?v=rn6NlXh5dH8,2023.4.28
The Questions Around Gain of Function Research,1.7M views,1 year ago,https://www.youtube.com/watch?v=IaT0WOwEag4,2023.4.28
CNN's Dr. Sanjay Gupta on Reversing His Medical Marijuana Stance,1.4M views,1 year ago,https://www.youtube.com/watch?v=OEIBGALIw3w,2023.4.28
How Much Freedom Do You Allow Your Kids to Have?,1.3M views,1 year ago,https://www.youtube.com/watch?v=_6WvpDEV-nM,2023.4.28
Jessica Kirson on Meeting Robert De Niro,316K views,1 year ago,https://www.youtube.com/watch?v=Y5kAU1iNVqo,2023.4.28
Bert's Llama Moment - JRE Toons,315K views,1 year ago,https://www.youtube.com/watch?v=Mteh5Oy0lvs,2023.4.28
Robert Jones Spent 24 Years in Prison After Wrongful Conviction,1.4M views,1 year ago,https://www.youtube.com/watch?v=b9mzdu8pQlI,2023.4.28
Former CIA Officer Mike Baker on Afghanistan Withdrawal,2.7M views,1 year ago,https://www.youtube.com/watch?v=KvfOVQq8JJM,2023.4.28
Bert's Appreciation for John Daly,1.1M views,1 year ago,https://www.youtube.com/watch?v=Nsom_uZH5Bg,2023.4.28
Joe on Martin Lawrence Being Underrated,641K views,1 year ago,https://www.youtube.com/watch?v=JJVQncuNVV0,2023.4.28
Joe on Nick Diaz's Return,883K views,1 year ago,https://www.youtube.com/watch?v=00XW4pLNc1g,2023.4.28
Joe Recaps Alexander Volkanovski vs. Brian Ortega,783K views,1 year ago,https://www.youtube.com/watch?v=lXXRrDEGGv0,2023.4.28
Bert Kreischer on His Infamous Adam Sandler Incident,2.5M views,1 year ago,https://www.youtube.com/watch?v=Tui7ewdiTNQ,2023.4.28
The Exploding Card Market,590K views,1 year ago,https://www.youtube.com/watch?v=uocE2CjF2zE,2023.4.28
Vaccine Mandates and Nicki Minaj,1.7M views,1 year ago,https://www.youtube.com/watch?v=JQuyWUdnDNA,2023.4.28
"Algorithms, Privacy, and Outrage",497K views,1 year ago,https://www.youtube.com/watch?v=z12wvtj4Kc8,2023.4.28
What QAnon Means for Corporate Censorship,546K views,1 year ago,https://www.youtube.com/watch?v=pkjZl-3nA80,2023.4.28
Amanda Knox Reflects on Her Trial,1.5M views,1 year ago,https://www.youtube.com/watch?v=rOdeNsGrM_c,2023.4.28
The Line Between Discipline and Addiction,722K views,1 year ago,https://www.youtube.com/watch?v=3SpWWU5O8TY,2023.4.28
What Happens in the Brain During Addiction,555K views,1 year ago,https://www.youtube.com/watch?v=PaINkG9A5cY,2023.4.28
Rapper Has Gold Chains Implanted Into Scalp,2.4M views,1 year ago,https://www.youtube.com/watch?v=PlY8tOoXS6Y,2023.4.28
$600 Million Art Collection Up For Sale After Divorce,706K views,1 year ago,https://www.youtube.com/watch?v=cyakolyX_JU,2023.4.28
The Time Billy Corben Met Janet Jackson,361K views,1 year ago,https://www.youtube.com/watch?v=5nW53a_RhYg,2023.4.28
The Craziness of Miami with Billy Corben,772K views,1 year ago,https://www.youtube.com/watch?v=d4Xud2Gqoxk,2023.4.28
The Proliferation of COVID Variants,2.3M views,1 year ago,https://www.youtube.com/watch?v=gmy8znrLPc0,2023.4.28
Joe Talks Comic Book Movies with C.K. Chin,327K views,1 year ago,https://www.youtube.com/watch?v=ziETa7gsVYA,2023.4.28
The Gatekeepers of Information,1.2M views,1 year ago,https://www.youtube.com/watch?v=FLPyfaclHCo,2023.4.28
"Joe's COVID Experience, CNN's Ivermectin Claims",6.7M views,1 year ago,https://www.youtube.com/watch?v=3O_7O9_nV10,2023.4.28
How Anthony Bourdain Dealt with Fame,520K views,1 year ago,https://www.youtube.com/watch?v=wQUkBh9NpYY,2023.4.28
Laurie Woolever Remembers Anthony Bourdain,300K views,1 year ago,https://www.youtube.com/watch?v=GZPNw_QsYLs,2023.4.28
Dr. Rhonda Patrick on Vaccine Misinformation and Long-haul Covid,4.9M views,1 year ago,https://www.youtube.com/watch?v=WB6yucemJ-o,2023.4.28
Stephen King's Genius,637K views,1 year ago,https://www.youtube.com/watch?v=5hqa491v8Qw,2023.4.28
David Goggins' Birthday Message for Joe,1.4M views,1 year ago,https://www.youtube.com/watch?v=Lnst72qzeI0,2023.4.28
A Blunt Moment - JRE Toons,834K views,1 year ago,https://www.youtube.com/watch?v=pH8cH3V8JBs,2023.4.28
Why Megan Murphy Was Banned from Twitter for Life,1.2M views,1 year ago,https://www.youtube.com/watch?v=7xhBnWGpI7c,2023.4.28
Neill Blomkamp's Unmade Alien Movie,685K views,1 year ago,https://www.youtube.com/watch?v=y8zuLUNyVK4,2023.4.28
How South Africa Influenced Neill Blomkamp's Movies,319K views,1 year ago,https://www.youtube.com/watch?v=rciqpxdCc9Y,2023.4.28
Neill Blomkamp Talks About Eternal Recurrence,846K views,1 year ago,https://www.youtube.com/watch?v=ZkJjqGLoK10,2023.4.28
Afghanistan and US Intervention Policies,2M views,1 year ago,https://www.youtube.com/watch?v=Q0Bzn1teWfo,2023.4.28
Joe Praises Ciryl Gane's Performance Against Derrick Lewis,457K views,1 year ago,https://www.youtube.com/watch?v=_HPVZOkxdkk,2023.4.28
The Taliban Taking Over Afghanistan,5.4M views,1 year ago,https://www.youtube.com/watch?v=3wc23FQZeTE,2023.4.28
Andrew Cuomo's Resignation,2.4M views,1 year ago,https://www.youtube.com/watch?v=EHZHAFyv_Ks,2023.4.28
"Olympic Karate KO Results in DQ, Gold Medal for KO’d Opponent",1.4M views,1 year ago,https://www.youtube.com/watch?v=JYruhiF9M70,2023.4.28
Joe Reacts to Kanye West's DONDA Outfit,1.3M views,1 year ago,https://www.youtube.com/watch?v=_F5TSaIH4nQ,2023.4.28
Ms. Pat on Developing Her Own Sitcom,192K views,1 year ago,https://www.youtube.com/watch?v=p1a5_qltICM,2023.4.28
Rickson Gracie on The Importance of Learning to Breathe,697K views,1 year ago,https://www.youtube.com/watch?v=iIGu2ggjsWI,2023.4.28
How Rickson Gracie Learned to Overcome Fear,690K views,1 year ago,https://www.youtube.com/watch?v=AjqBXAFlrTc,2023.4.28
Breakthrough Cases and Vaccine Passports,3.3M views,1 year ago,https://www.youtube.com/watch?v=tiwsv51Il4k,2023.4.28
"Jason Wilson's Viral Pep Talk Video, Guiding Kids Through Martial Arts",611K views,1 year ago,https://www.youtube.com/watch?v=_BAgiKT4e1M,2023.4.28
Joe Talks About TJ Dillashaw's Comeback Fight with Chad Mendes,486K views,1 year ago,https://www.youtube.com/watch?v=WXPgzyC8DD8,2023.4.28
"Chad Mendes Announces Un-Retirement, Transition to Bare Knuckle Fighting",448K views,1 year ago,https://www.youtube.com/watch?v=plZCZYR5Kts,2023.4.28
Defector Yeonmi Park on Escaping North Korea,4.2M views,1 year ago,https://www.youtube.com/watch?v=XMK1KEk5OdU,2023.4.28
Yeonmi Park Details Horrific Effects of North Korean Starvation,3.6M views,1 year ago,https://www.youtube.com/watch?v=KK6psAnynUA,2023.4.28
"Free Will, The Unabomber, and The Harvard LSD Studies",2.3M views,1 year ago,https://www.youtube.com/watch?v=h4y5o6yH9Yc,2023.4.28
Simone Biles' Withdrawal From the Olympics,2.1M views,1 year ago,https://www.youtube.com/watch?v=1PkV9vWJwSM,2023.4.28
What the Duke Lacrosse Case Says About Journalism,760K views,1 year ago,https://www.youtube.com/watch?v=vIhbZQQ0ZTs,2023.4.28
Stanley Kubrick and The Moon Landing,2.1M views,1 year ago,https://www.youtube.com/watch?v=JOi2Pl-lBeU,2023.4.28
Joe Talks Pythons and Alligators with Greg Fitzsimmons,725K views,1 year ago,https://www.youtube.com/watch?v=Vwt18p0BqzM,2023.4.28
Jimmy Dore's Experience with Vaccine Side Effects,4.5M views,1 year ago,https://www.youtube.com/watch?v=UiLGSVH_UPA,2023.4.28
Ari's Ayahuasca Revelation,1.9M views,1 year ago,https://www.youtube.com/watch?v=8rzpyjlkAZ4,2023.4.28
Ari Shaffir on Tom Segura's Dunk Injury,642K views,1 year ago,https://www.youtube.com/watch?v=zrMW2Gs6Egg,2023.4.28
Shane Gillis Addresses SNL Firing Controversy,2.8M views,1 year ago,https://www.youtube.com/watch?v=adWs1LwgfbY,2023.4.28
Why Are UFO's Being Acknowledged Now?,4.7M views,1 year ago,https://www.youtube.com/watch?v=Wl309-Mn1z0,2023.4.28
Andrew Huberman Talks About Testosterone Optimization,4.7M views,1 year ago,https://www.youtube.com/watch?v=bJWmJo3w_0Y,2023.4.28
Joe on Conor McGregor's Leg Break,4.2M views,1 year ago,https://www.youtube.com/watch?v=0dsE9x3RrWo,2023.4.28
Joey Diaz's California Screaming Moment - JRE Toons,971K views,1 year ago,https://www.youtube.com/watch?v=5QAldL4Qz-M,2023.4.28
Joe on Briefly Meeting Trump at the UFC,1.6M views,1 year ago,https://www.youtube.com/watch?v=6QxtzW_e9vk,2023.4.28
Richard Branson's Space Trip,591K views,1 year ago,https://www.youtube.com/watch?v=XjXZGVIxE0o,2023.4.28
The Impact of Fad Psychology on Journalism,331K views,1 year ago,https://www.youtube.com/watch?v=yBqGGqC8shE,2023.4.28
Joe on Sha'Carri Richardson's Olympics Ban,1M views,1 year ago,https://www.youtube.com/watch?v=P67nThMvFiM,2023.4.28
The Assassination of the President of Haiti and Government Spying,1.4M views,1 year ago,https://www.youtube.com/watch?v=AeUWBaYFMyo,2023.4.28
"Jakob Dylan on ""The Record Business""",495K views,1 year ago,https://www.youtube.com/watch?v=m5Aoywf51L4,2023.4.28
Jakob Dylan on Meeting Prince,328K views,1 year ago,https://www.youtube.com/watch?v=GYnq9F0xShI,2023.4.28
Bill Cosby's Conviction Being Overturned,1.7M views,1 year ago,https://www.youtube.com/watch?v=Ggk42f7G8aE,2023.4.28
ESG's Are the Reason for Woke Corporate Interests,1.8M views,1 year ago,https://www.youtube.com/watch?v=F0YckbR8QVw,2023.4.28
What Michael Pollan Learned from Quitting Caffeine for 3 Months,10M views,1 year ago,https://www.youtube.com/watch?v=mAPG18zNtXk,2023.4.28
Joe & Tim Dillon Discuss UFO Revelations,2.2M views,1 year ago,https://www.youtube.com/watch?v=V1-QIhvPjFw,2023.4.28
Tim Dillon Has Suggestions for The View,2.9M views,1 year ago,https://www.youtube.com/watch?v=URQg5_HjxKs,2023.4.28
The Feral Pig Problem in Texas,3M views,1 year ago,https://www.youtube.com/watch?v=bBvqtbZdSZQ,2023.4.28
Why Chef Jesse Griffiths Takes People Hunting,234K views,1 year ago,https://www.youtube.com/watch?v=DMg5UUvf-C4,2023.4.28
"Quentin Tarantino on the Bruce Lee ""Hollywood"" Controversy",6.2M views,1 year ago,https://www.youtube.com/watch?v=YmvOEj00LB8,2023.4.28
Quentin Tarantino on Pulp Fiction's Influence,2.8M views,1 year ago,https://www.youtube.com/watch?v=YOls0uL2BSY,2023.4.28
Quentin Tarantino Analyzes the Differences Between Bill Murray & Chevy Chase Movies,2.6M views,1 year ago,https://www.youtube.com/watch?v=eMf07c4bIOg,2023.4.28
"How ""Grip n' Grin"" Pictures Create Misconceptions About Hunters",248K views,1 year ago,https://www.youtube.com/watch?v=gTb1YEpoINw,2023.4.28
"Clay Newcomb Explains the Metaphor of ""Bear Grease""",349K views,1 year ago,https://www.youtube.com/watch?v=BfhCYolzXN4,2023.4.28
What Started the Cultural Fixation on Gender?,4.4M views,1 year ago,https://www.youtube.com/watch?v=OHE442ISkUU,2023.4.28
"Iliza Turned Her ""Fake Yale Graduate"" Story Into a Movie",744K views,1 year ago,https://www.youtube.com/watch?v=gn7ANoyfWWI,2023.4.28
How Don Frye Got Started in the UFC,1.7M views,1 year ago,https://www.youtube.com/watch?v=AlYatkrOtMY,2023.4.28
Modern Conveniences Are Making Us Weaker,1.2M views,1 year ago,https://www.youtube.com/watch?v=T2RO4ytfW5w,2023.4.28
David Sinclair on How Fasting Can Help Fight Against Aging,1.6M views,1 year ago,https://www.youtube.com/watch?v=cUwd-D94pzE,2023.4.28
Phony TV Psychics,414K views,1 year ago,https://www.youtube.com/watch?v=zamjY2dgcbM,2023.4.28
Media Coverage of the Biden-Putin Meeting,2.1M views,1 year ago,https://www.youtube.com/watch?v=NVT5BWhF0I4,2023.4.28
"Fauci, Gain-of-Function Research, and Wuhan Lab Funding",3.4M views,1 year ago,https://www.youtube.com/watch?v=__Czlg1xLJA,2023.4.28
The Treatment of Amazon Warehouse Workers,3.5M views,1 year ago,https://www.youtube.com/watch?v=rq3aUwY859U,2023.4.28
Joe Spotted a Black Panther in Texas,971K views,1 year ago,https://www.youtube.com/watch?v=7QljHqFT96o,2023.4.28
The Homeless Problem in LA vs. Austin,1.1M views,1 year ago,https://www.youtube.com/watch?v=aK5v8JSrF9Y,2023.4.28
John Cena Apologizing to China Signifies Cultural Shift,2.5M views,1 year ago,https://www.youtube.com/watch?v=CdDmUDxEqwo,2023.4.28
Joe Further Discusses Logan Paul vs. Floyd Mayweather,1M views,1 year ago,https://www.youtube.com/watch?v=Dth18cbQ8M4,2023.4.28
Accepting Gender Differences,763K views,1 year ago,https://www.youtube.com/watch?v=FVx7j-6xXao,2023.4.28
Why Carole Hooven Wanted to Study Testosterone,485K views,1 year ago,https://www.youtube.com/watch?v=3LL3Sd2eAZY,2023.4.28
Josh Dubin's Dinner with Trump That Led to a Presidential Pardon,737K views,1 year ago,https://www.youtube.com/watch?v=KUB9k6-YFEc,2023.4.28
The Aftermath of the Logan Paul vs. Floyd Mayweather Fight,2.5M views,1 year ago,https://www.youtube.com/watch?v=NDKWgza6ZsY,2023.4.28
A Brief History Lesson on Alcohol with Author Edward Slingerland,3.8M views,1 year ago,https://www.youtube.com/watch?v=dCKOByl9EZE,2023.4.28
Action Bronson's DMX Moment - JRE Toons,311K views,1 year ago,https://www.youtube.com/watch?v=w2dKb48UfWQ,2023.4.28
The Fauci Emails,3.1M views,1 year ago,https://www.youtube.com/watch?v=i3nX5yJTm_4,2023.4.28
Rick Doblin's DMT Realization About Hilter,4.7M views,1 year ago,https://www.youtube.com/watch?v=Gd92fg1VWyU,2023.4.28
Rick Doblin on Treating PTSD with MDMA Therapy,148K views,1 year ago,https://www.youtube.com/watch?v=rcuGYKvvJEc,2023.4.28
David Lee Roth on the Origins of Van Halen,1.2M views,1 year ago,https://www.youtube.com/watch?v=BoxXHTUPnJA,2023.4.28
"Scott Eastwood Talks About His Dad, Clint Eastwood",4.6M views,1 year ago,https://www.youtube.com/watch?v=XZpzwXVmyws,2023.4.28
John Danaher on Making Jiu-Jitsu More Palatable to Watch,305K views,1 year ago,https://www.youtube.com/watch?v=PnW7Ymnchdw,2023.4.28
The 3 Things John Danaher Wants to Change About Jiu-Jitsu,572K views,1 year ago,https://www.youtube.com/watch?v=2BFG_B1u470,2023.4.28
Alexander Volkanovski on Upcoming Brian Ortega Fight,599K views,1 year ago,https://www.youtube.com/watch?v=HUY4KHahkVI,2023.4.28
Neil deGrasse Tyson's Skepticism Over UFO's,6.3M views,1 year ago,https://www.youtube.com/watch?v=1u0VDFppCI4,2023.4.28
Austin Mayor Steve Adler on Tackling the Homeless Problem,666K views,1 year ago,https://www.youtube.com/watch?v=Nr6jxOmkGgk,2023.4.28
How Adam Duritz Ended Up Bartending at the Viper Room,339K views,1 year ago,https://www.youtube.com/watch?v=nX-ir6Jgjus,2023.4.28
"""Mr. Jones"" Backlash Made Adam Duritz Self Conscious",1.3M views,1 year ago,https://www.youtube.com/watch?v=LtRrmr20-hY,2023.4.28
The Genius of Robin Williams,765K views,1 year ago,https://www.youtube.com/watch?v=f2IrPgff1bM,2023.4.28
Sebastian Junger's Scary Near Death Experience,1.3M views,1 year ago,https://www.youtube.com/watch?v=caK7O-T6rJE,2023.4.28
The Cruelty of Keeping Exotic Animals in Captivity,560K views,1 year ago,https://www.youtube.com/watch?v=FHDSlVzt3XU,2023.4.28
The Negative Effects of Wishful Thinking,387K views,1 year ago,https://www.youtube.com/watch?v=fF31pg_Eqdw,2023.4.28
Andy Norman on the Mental Immune System,412K views,1 year ago,https://www.youtube.com/watch?v=kh3BLm2KYwg,2023.4.28
Anthony Cumia Reflects on the Impact of Opie & Anthony,577K views,1 year ago,https://www.youtube.com/watch?v=gb3l1onK5LY,2023.4.28
Could You Make an Edgy Comedy Today?,900K views,1 year ago,https://www.youtube.com/watch?v=hqfv4gDrP2U,2023.4.28
Joe List's Scary Altercation in Downtown Austin,1.8M views,1 year ago,https://www.youtube.com/watch?v=Z1eZxsPZZcE,2023.4.28
Harvard's Alleged Anti-Asian Discrimination,673K views,1 year ago,https://www.youtube.com/watch?v=6gIEKGxL7zo,2023.4.28
Joe on Canelo Alvarez vs. Billy Joe Saunders w/Russell Peters,1.6M views,1 year ago,https://www.youtube.com/watch?v=tK8YLq2LC4o,2023.4.28
Overcoming the Pull of Social Media,1.7M views,1 year ago,https://www.youtube.com/watch?v=aOhx6fGBLso,2023.4.28
Michael Easter on The Comfort Crisis,710K views,1 year ago,https://www.youtube.com/watch?v=wh-LTVrdOPQ,2023.4.28
"The Controversy Surrounding the ""Male Mona Lisa""",1.4M views,1 year ago,https://www.youtube.com/watch?v=jqv6mWHVDUU,2023.4.28
Reggie Watts Explains NFT's to Joe,885K views,1 year ago,https://www.youtube.com/watch?v=T5x7lyWPnX8,2023.4.28
What Brought Dave Chappelle Back,2.9M views,1 year ago,https://www.youtube.com/watch?v=hjiN1M34v74,2023.4.28
"Dave Chappelle on Getting the Rights to ""Chappelle's Show""",4.5M views,1 year ago,https://www.youtube.com/watch?v=GbJgNNgt3Vw,2023.4.28
A Batman Moment - JRE Toons,617K views,1 year ago,https://www.youtube.com/watch?v=IWpfgpIIkgg,2023.4.28
"David Holthouse on Confronting Childhood Abuser, After Once Plotting to Murder Him",552K views,1 year ago,https://www.youtube.com/watch?v=Smm8lPLP4aM,2023.4.28
The Sasquatch Attack Story That Inspired David Holthouse's Documentary,1.8M views,1 year ago,https://www.youtube.com/watch?v=vuxxO0fDZIU,2023.4.28
What Former Intelligence Secretary Christopher Mellon Thinks of Bob Lazar,5.3M views,1 year ago,https://www.youtube.com/watch?v=K9qF687OZho,2023.4.28
Former Intelligence Secretary Christopher Mellon's Fascination with UFO's,2.6M views,1 year ago,https://www.youtube.com/watch?v=RjV-PZyUwlY,2023.4.28
Ethan Suplee on Diet Culture and Learning Moderation,686K views,1 year ago,https://www.youtube.com/watch?v=3lsyy6-tSv4,2023.4.28
Ethan Suplee's Amazing Weight Loss Journey,2M views,1 year ago,https://www.youtube.com/watch?v=Mw-zvYzKeCs,2023.4.28
Will Gordon Ryan Transition to MMA?,850K views,1 year ago,https://www.youtube.com/watch?v=31vbkqKBhGI,2023.4.28
"Joe Calls Gordon Ryan ""The Greatest Jiu-Jitsu Player""",850K views,1 year ago,https://www.youtube.com/watch?v=RQI73gEzOH4,2023.4.28
What Jonathan Zimmerman Learned Living in Nepal for 2 Years,643K views,1 year ago,https://www.youtube.com/watch?v=u1jlt0nTHbY,2023.4.28
Jonathan Zimmerman on The Importance of Free Speech,218K views,1 year ago,https://www.youtube.com/watch?v=SAmti8e8JnI,2023.4.28
Joe Rogan Clarifies His Vaccine Comments,3M views,1 year ago,https://www.youtube.com/watch?v=PloZ-GB9tzA,2023.4.28
Daniel Cormier Calling Out Jake Paul,1.7M views,1 year ago,https://www.youtube.com/watch?v=ycMh2hktCek,2023.4.28
Matty Matheson on Growing Up Mormon and Being Excommunicated,967K views,1 year ago,https://www.youtube.com/watch?v=zvqTC4nQkog,2023.4.28
It Took More Than a Heart Attack to Get Matty Matheson Sober,1.3M views,1 year ago,https://www.youtube.com/watch?v=sYsgd_8AFoo,2023.4.28
How the CCP Controls American Businesses in China,717K views,2 years ago,https://www.youtube.com/watch?v=rLiTjbPnVLo,2023.4.28
Josh Rogin on Anthony Fauci's Influence,1M views,2 years ago,https://www.youtube.com/watch?v=IqhKlkkc2Eo,2023.4.28
Dave Smith Passionately Opposes Vaccine Passports,1.6M views,2 years ago,https://www.youtube.com/watch?v=x9c3w_QFfbE,2023.4.28
The Military Industrial Complex and CNN Being Exposed,2.7M views,2 years ago,https://www.youtube.com/watch?v=hlzJXCMzjR0,2023.4.28
"Joe Discusses the Masvidal vs. Usman Rematch with Stephen ""Wonderboy"" Thompson",1.5M views,2 years ago,https://www.youtube.com/watch?v=nA3UapKTPl8,2023.4.28
"Stephen ""Wonderboy"" Thompson on the Relief of Being KO'D",962K views,2 years ago,https://www.youtube.com/watch?v=fD3p_P208xQ,2023.4.28
Dr. Shanna Swan on How Plastics in Food are Affecting Our Hormone Levels,1.2M views,2 years ago,https://www.youtube.com/watch?v=O1B44VmZFiI,2023.4.28
Action Bronson Remembers DMX,725K views,2 years ago,https://www.youtube.com/watch?v=0hD6mcKEc4s,2023.4.28
Action Bronson on Losing 130lbs,1.7M views,2 years ago,https://www.youtube.com/watch?v=qEWHetW2W4k,2023.4.28
America Doesn't Lead the World in Gun Deaths,1.1M views,2 years ago,https://www.youtube.com/watch?v=fW7pCN3wwdo,2023.4.28
Colion Noir Tackles Misconceptions About Gun Violence,751K views,2 years ago,https://www.youtube.com/watch?v=HELhnyAAYH4,2023.4.28
Theo Von's Mortality Moment - JRE Toons,644K views,2 years ago,https://www.youtube.com/watch?v=H7PXIOvnbMg,2023.4.28
Katie Spotz is Concerned with Clean Water,148K views,2 years ago,https://www.youtube.com/watch?v=eqSYv8CE_lA,2023.4.28
Katie Spotz Is The Youngest Person to Row Across the Atlantic Ocean,265K views,2 years ago,https://www.youtube.com/watch?v=SLDjdaxHIzg,2023.4.28
Police Visited a Person Who Criticized AOC on Twitter,1.6M views,2 years ago,https://www.youtube.com/watch?v=vGI_w1Ml6S0,2023.4.28
"Author Jack Carr's Book ""The Terminal List"" Was Adapted Into a Series Starring Chris Pratt",189K views,2 years ago,https://www.youtube.com/watch?v=K06ao622RUQ,2023.4.28
Ali Macofsky Was Making Prank Calls for Ryan Seacrest at Age 7,190K views,2 years ago,https://www.youtube.com/watch?v=03kiFNh-9ME,2023.4.28
OnlyFans Becoming Popular During the Pandemic,811K views,2 years ago,https://www.youtube.com/watch?v=yQFuQwEsJg4,2023.4.28
